,TYPE,CHILD_NAME,PARENT_NAME,REFERENCE,BROTHERS,RESULT
0,,TemperatureSensor,,,0,0
1,string,units,TemperatureSensor,/TemperatureSensor/hasTempUnits/TemperatureUnits,5,1
2,float,sensor1value,TemperatureSensor,/TemperatureSensor/hasDecValue,5,1
3,float,sensor2value,TemperatureSensor,/TemperatureSensor/hasDecValue,5,1
4,float,sensor3value,TemperatureSensor,/TemperatureSensor/hasDecValue,5,1
5,float,sensor4value,TemperatureSensor,/TemperatureSensor/hasDecValue,5,1
6,,Temp,,,0,0
7,string,units,Temp,/TemperatureSensor/hasTempUnits/TemperatureUnits,2,1
8,float,outdoorValue,Temp,/OutdoorTemperatureSensor/hasDecValue,2,1
9,,OutdoorTemperatureSensor,,,0,0
10,,GPSSensor,OutdoorTemperatureSensor,,1,0
11,string,LocationUnita,GPSSensor,/GPSSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,1
12,float,GpsDecValue,GPSSensor,/OutdoorTemperatureSensor/hasGPS/GPSSensor/hasDecValue,5,1
13,string,GpsStrValue,GPSSensor,/OutdoorTemperatureSensor/hasGPS/GPSSensor/hasStrValue,5,1
14,float,longitude,GPSSensor,/GPSSensor/hasLocation/Longitude,5,1
15,float,latitude,GPSSensor,/GPSSensor/hasLocation/latitude,5,1
16,,location,,,0,0
17,,latitude,location,,3,0
18,float,DecValue,latitude,/TemperatureSensor/hasLocation/Latitude/hasDecValue,2,1
19,string,StrValue,latitude,/TemperatureSensor/hasLocation/Latitude/hasStrValue,2,1
20,,longitude,location,,3,0
21,float,DecValue,longitude,/TemperatureSensor/hasLocation/Longitude/hasDecValue,2,1
22,string,StrValue,longitude,/TemperatureSensor/hasLocation/Longitude/hasStrValue,2,1
23,string,GpsUnits,location,/TemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,3,1
24,,temp,,,0,0
25,,location,temp,,3,0
26,float,latitudeValue,location,/TemperatureSensor/hasLocation/Latitude/hasDecValue,2,1
27,float,longitudeValue,location,/TemperatureSensor/hasLocation/Longitude/hasDecValue,2,1
28,string,unit,temp,/TemperatureSensor/hasTempUnits/TemperatureUnits,3,1
29,float,value,temp,/TemperatureSensor/hasDecValue,3,1
30,,tempsensor,,,0,0
31,string,units,tempsensor,/TemperatureSensor/hasTempUnits/TemperatureUnits,5,1
32,float,sensor1value,tempsensor,/TemperatureSensor/hasDecValue,5,1
33,float,sensor2value,tempsensor,/TemperatureSensor/hasDecValue,5,1
34,byte,relay1state,tempsensor,,5,0
35,byte,relay2state,tempsensor,,5,0
36,,TempSensor,,,0,0
37,string,tempunits,TempSensor,/TemperatureSensor/hasTempUnits/TemperatureUnits,16,1
38,float,indoorValue,TempSensor,/IndoorTemperatureSensor/hasDecValue,16,1
39,string,humidity,TempSensor,,16,0
40,float,outdoorValue,TempSensor,/OutdoorTemperatureSensor/hasDecValue,16,1
41,byte,heat,TempSensor,,16,0
42,byte,cool,TempSensor,,16,0
43,byte,fan,TempSensor,,16,0
44,byte,hold,TempSensor,,16,0
45,string,minTemp,TempSensor,,16,0
46,string,maxTemp,TempSensor,,16,0
47,string,minTempY,TempSensor,,16,0
48,string,maxTempY,TempSensor,,16,0
49,byte,heatMode,TempSensor,,16,0
50,byte,fanMode,TempSensor,,16,0
51,byte,filtChng,TempSensor,,16,0
52,byte,mode,TempSensor,,16,0
53,,note,,,0,0
54,,temprzatureSensor,note,,4,0
55,string,from,temprzatureSensor,,5,0
56,string,ssname0,temprzatureSensor,,5,0
57,float,ssvalue0,temprzatureSensor,/TemperatureSensor/hasDecValue,5,1
58,string,ssname1,temprzatureSensor,,5,0
59,float,ssOutdoorValue,temprzatureSensor,/OutdoorTemperatureSensor/hasDecValue,5,1
60,string,alert1,note,,4,0
61,string,alert2,note,,4,0
62,string,alert3,note,,4,0
63,,logger,,,0,0
64,,THB,logger,,3,0
65,,TH,logger,,3,0
66,,T,logger,,3,0
67,,TemperatureSensor,,,0,0
68,string,credit,TemperatureSensor,,11,0
69,anyURI,credit_URL,TemperatureSensor,,11,0
70,,image,TemperatureSensor,,11,0
71,anyURI,url,image,,3,0
72,string,title,image,,3,0
73,anyURI,link,image,,3,0
74,,location,TemperatureSensor,,11,0
75,string,zip,location,,6,0
76,float,latitudeDecValue,location,/TemperatureSensor/hasLocation/Latitude/hasDecValue,6,1
77,float,longitudeDecValue,location,/TemperatureSensor/hasLocation/Longitude/hasDecValue,6,1
78,string,elevation,location,,6,0
79,string,latitudeStrValue,location,/TemperatureSensor/hasLocation/Latitude/hasStrValue,6,1
80,string,longitudeStrValue,location,/TemperatureSensor/hasLocation/Longitude/hasStrValue,6,1
81,string,temperature_string,TemperatureSensor,,11,0
82,float,value_f,TemperatureSensor,/TemperatureSensor/hasDecValue,11,1
83,float,value_c,TemperatureSensor,/TemperatureSensor/hasDecValue,11,1
84,byte,relative_humidity,TemperatureSensor,,11,0
85,string,wind_string,TemperatureSensor,,11,0
86,string,wind_dir,TemperatureSensor,,11,0
87,byte,wind_degrees,TemperatureSensor,,11,0
88,,TempSensor,,,0,0
89,string,units,TempSensor,/TemperatureSensor/hasTempUnits/TemperatureUnits,8,1
90,float,sensor4value,TempSensor,/TemperatureSensor/hasDecValue,8,1
91,float,sensor5value,TempSensor,/TemperatureSensor/hasDecValue,8,1
92,float,sensor6value,TempSensor,/TemperatureSensor/hasDecValue,8,1
93,float,sensor7value,TempSensor,/TemperatureSensor/hasDecValue,8,1
94,byte,relay1state,TempSensor,,8,0
95,byte,relay2state,TempSensor,,8,0
96,byte,relay3state,TempSensor,,8,0
97,,IndoorTemperatureSensor,,,0,0
98,,GPSSensor,IndoorTemperatureSensor,,1,0
99,string,LocationUnits,GPSSensor,/GPSSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,1
100,float,GpsDecValue,GPSSensor,/IndoorTemperatureSensor/hasGPS/GPSSensor/hasDecValue,5,1
101,string,GpsStrValue,GPSSensor,/IndoorTemperatureSensor/hasGPS/GPSSensor/hasStrValue,5,1
102,float,longitude,GPSSensor,/GPSSensor/hasLocation/Longitude,5,1
103,float,latitude,GPSSensor,/GPSSensor/hasLocation/latitude,5,1
104,string,units,TemperatureSensor,/GPSSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,0
105,string,units,TemperatureSensor,/TemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,0
106,string,units,TemperatureSensor,/Location/hasLocUnits/LocationUnits,5,0
107,string,units,TemperatureSensor,/Location/hasLocUnits/LocationUnits/hasDecValue,5,0
108,string,units,TemperatureSensor,/Location/hasLocUnits/LocationUnits/hasStrValue,5,0
109,string,units,TemperatureSensor,/GPSLocation/hasLocUnits/LocationUnits,5,0
110,string,units,TemperatureSensor,/GPSLocation/hasLocUnits/LocationUnits/hasDecValue,5,0
111,string,units,TemperatureSensor,/GPSLocation/hasLocUnits/LocationUnits/hasStrValue,5,0
112,string,units,TemperatureSensor,/Latitude/hasLocUnits/LocationUnits,5,0
113,string,units,TemperatureSensor,/Latitude/hasLocUnits/LocationUnits/hasDecValue,5,0
114,string,units,TemperatureSensor,/Latitude/hasLocUnits/LocationUnits/hasStrValue,5,0
115,string,units,TemperatureSensor,/Longitude/hasLocUnits/LocationUnits,5,0
116,string,units,TemperatureSensor,/Longitude/hasLocUnits/LocationUnits/hasDecValue,5,0
117,string,units,TemperatureSensor,/Longitude/hasLocUnits/LocationUnits/hasStrValue,5,0
118,string,units,TemperatureSensor,/Sensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
119,string,units,TemperatureSensor,/GPSSensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
120,string,units,TemperatureSensor,/TemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
121,string,units,TemperatureSensor,/IndoorTemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
122,string,units,TemperatureSensor,/OutdoorTemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
123,string,units,TemperatureSensor,/Sensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,0
124,string,units,TemperatureSensor,/IndoorTemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,0
125,string,units,TemperatureSensor,/OutdoorTemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,0
126,string,units,TemperatureSensor,/Sensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
127,string,units,TemperatureSensor,/GPSSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
128,string,units,TemperatureSensor,/TemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
129,string,units,TemperatureSensor,/IndoorTemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
130,string,units,TemperatureSensor,/OutdoorTemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
131,string,units,TemperatureSensor,/Sensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
132,string,units,TemperatureSensor,/GPSSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
133,string,units,TemperatureSensor,/TemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
134,string,units,TemperatureSensor,/IndoorTemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
135,string,units,TemperatureSensor,/OutdoorTemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
136,string,units,TemperatureSensor,/TemperatureSensor/hasTempUnits/TemperatureUnits/hasDecValue,5,0
137,string,units,TemperatureSensor,/TemperatureSensor/hasTempUnits/TemperatureUnits/hasStrValue,5,0
138,string,units,TemperatureSensor,/IndoorTemperatureSensor/hasTempUnits/TemperatureUnits,5,0
139,string,units,TemperatureSensor,/IndoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasDecValue,5,0
140,string,units,TemperatureSensor,/IndoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasStrValue,5,0
141,string,units,TemperatureSensor,/OutdoorTemperatureSensor/hasTempUnits/TemperatureUnits,5,0
142,string,units,TemperatureSensor,/OutdoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasDecValue,5,0
143,string,units,TemperatureSensor,/OutdoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasStrValue,5,0
144,string,units,Temp,/GPSSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,2,0
145,string,units,Temp,/TemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,2,0
146,string,units,Temp,/Location/hasLocUnits/LocationUnits,2,0
147,string,units,Temp,/Location/hasLocUnits/LocationUnits/hasDecValue,2,0
148,string,units,Temp,/Location/hasLocUnits/LocationUnits/hasStrValue,2,0
149,string,units,Temp,/GPSLocation/hasLocUnits/LocationUnits,2,0
150,string,units,Temp,/GPSLocation/hasLocUnits/LocationUnits/hasDecValue,2,0
151,string,units,Temp,/GPSLocation/hasLocUnits/LocationUnits/hasStrValue,2,0
152,string,units,Temp,/Latitude/hasLocUnits/LocationUnits,2,0
153,string,units,Temp,/Latitude/hasLocUnits/LocationUnits/hasDecValue,2,0
154,string,units,Temp,/Latitude/hasLocUnits/LocationUnits/hasStrValue,2,0
155,string,units,Temp,/Longitude/hasLocUnits/LocationUnits,2,0
156,string,units,Temp,/Longitude/hasLocUnits/LocationUnits/hasDecValue,2,0
157,string,units,Temp,/Longitude/hasLocUnits/LocationUnits/hasStrValue,2,0
158,string,units,Temp,/Sensor/hasLocation/Location/hasLocUnits/LocationUnits,2,0
159,string,units,Temp,/GPSSensor/hasLocation/Location/hasLocUnits/LocationUnits,2,0
160,string,units,Temp,/TemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,2,0
161,string,units,Temp,/IndoorTemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,2,0
162,string,units,Temp,/OutdoorTemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,2,0
163,string,units,Temp,/Sensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,2,0
164,string,units,Temp,/IndoorTemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,2,0
165,string,units,Temp,/OutdoorTemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,2,0
166,string,units,Temp,/Sensor/hasLocation/Latitude/hasLocUnits/LocationUnits,2,0
167,string,units,Temp,/GPSSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,2,0
168,string,units,Temp,/TemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,2,0
169,string,units,Temp,/IndoorTemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,2,0
170,string,units,Temp,/OutdoorTemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,2,0
171,string,units,Temp,/Sensor/hasLocation/Longitude/hasLocUnits/LocationUnits,2,0
172,string,units,Temp,/GPSSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,2,0
173,string,units,Temp,/TemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,2,0
174,string,units,Temp,/IndoorTemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,2,0
175,string,units,Temp,/OutdoorTemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,2,0
176,string,units,Temp,/TemperatureSensor/hasTempUnits/TemperatureUnits/hasDecValue,2,0
177,string,units,Temp,/TemperatureSensor/hasTempUnits/TemperatureUnits/hasStrValue,2,0
178,string,units,Temp,/IndoorTemperatureSensor/hasTempUnits/TemperatureUnits,2,0
179,string,units,Temp,/IndoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasDecValue,2,0
180,string,units,Temp,/IndoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasStrValue,2,0
181,string,units,Temp,/OutdoorTemperatureSensor/hasTempUnits/TemperatureUnits,2,0
182,string,units,Temp,/OutdoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasDecValue,2,0
183,string,units,Temp,/OutdoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasStrValue,2,0
184,float,outdoorValue,Temp,/TemperatureSensor/hasDecValue,2,0
185,string,LocationUnita,GPSSensor,/TemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,0
186,string,LocationUnita,GPSSensor,/Location/hasLocUnits/LocationUnits,5,0
187,string,LocationUnita,GPSSensor,/Location/hasLocUnits/LocationUnits/hasDecValue,5,0
188,string,LocationUnita,GPSSensor,/Location/hasLocUnits/LocationUnits/hasStrValue,5,0
189,string,LocationUnita,GPSSensor,/GPSLocation/hasLocUnits/LocationUnits,5,0
190,string,LocationUnita,GPSSensor,/GPSLocation/hasLocUnits/LocationUnits/hasDecValue,5,0
191,string,LocationUnita,GPSSensor,/GPSLocation/hasLocUnits/LocationUnits/hasStrValue,5,0
192,string,LocationUnita,GPSSensor,/Latitude/hasLocUnits/LocationUnits,5,0
193,string,LocationUnita,GPSSensor,/Latitude/hasLocUnits/LocationUnits/hasDecValue,5,0
194,string,LocationUnita,GPSSensor,/Latitude/hasLocUnits/LocationUnits/hasStrValue,5,0
195,string,LocationUnita,GPSSensor,/Longitude/hasLocUnits/LocationUnits,5,0
196,string,LocationUnita,GPSSensor,/Longitude/hasLocUnits/LocationUnits/hasDecValue,5,0
197,string,LocationUnita,GPSSensor,/Longitude/hasLocUnits/LocationUnits/hasStrValue,5,0
198,string,LocationUnita,GPSSensor,/Sensor/hasLocation/Location,5,0
199,string,LocationUnita,GPSSensor,/Sensor/hasLocation/Location/hasDecValue,5,0
200,string,LocationUnita,GPSSensor,/Sensor/hasLocation/Location/hasStrValue,5,0
201,string,LocationUnita,GPSSensor,/Sensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
202,string,LocationUnita,GPSSensor,/GPSSensor/hasLocation/Location,5,0
203,string,LocationUnita,GPSSensor,/GPSSensor/hasLocation/Location/hasDecValue,5,0
204,string,LocationUnita,GPSSensor,/GPSSensor/hasLocation/Location/hasStrValue,5,0
205,string,LocationUnita,GPSSensor,/GPSSensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
206,string,LocationUnita,GPSSensor,/TemperatureSensor/hasLocation/Location,5,0
207,string,LocationUnita,GPSSensor,/TemperatureSensor/hasLocation/Location/hasDecValue,5,0
208,string,LocationUnita,GPSSensor,/TemperatureSensor/hasLocation/Location/hasStrValue,5,0
209,string,LocationUnita,GPSSensor,/TemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
210,string,LocationUnita,GPSSensor,/IndoorTemperatureSensor/hasLocation/Location,5,0
211,string,LocationUnita,GPSSensor,/IndoorTemperatureSensor/hasLocation/Location/hasDecValue,5,0
212,string,LocationUnita,GPSSensor,/IndoorTemperatureSensor/hasLocation/Location/hasStrValue,5,0
213,string,LocationUnita,GPSSensor,/IndoorTemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
214,string,LocationUnita,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Location,5,0
215,string,LocationUnita,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Location/hasDecValue,5,0
216,string,LocationUnita,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Location/hasStrValue,5,0
217,string,LocationUnita,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
218,string,LocationUnita,GPSSensor,/Sensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,0
219,string,LocationUnita,GPSSensor,/IndoorTemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,0
220,string,LocationUnita,GPSSensor,/OutdoorTemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,0
221,string,LocationUnita,GPSSensor,/Sensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
222,string,LocationUnita,GPSSensor,/GPSSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
223,string,LocationUnita,GPSSensor,/TemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
224,string,LocationUnita,GPSSensor,/IndoorTemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
225,string,LocationUnita,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
226,string,LocationUnita,GPSSensor,/Sensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
227,string,LocationUnita,GPSSensor,/GPSSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
228,string,LocationUnita,GPSSensor,/TemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
229,string,LocationUnita,GPSSensor,/IndoorTemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
230,string,LocationUnita,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
231,float,GpsDecValue,GPSSensor,/TemperatureSensor/hasDecValue,5,0
232,float,GpsDecValue,GPSSensor,/OutdoorTemperatureSensor/hasDecValue,5,0
233,float,GpsDecValue,GPSSensor,/TemperatureSensor/hasLocation/Latitude/hasDecValue,5,0
234,float,GpsDecValue,GPSSensor,/TemperatureSensor/hasLocation/Longitude/hasDecValue,5,0
235,float,GpsDecValue,GPSSensor,/IndoorTemperatureSensor/hasDecValue,5,0
236,float,GpsDecValue,GPSSensor,/IndoorTemperatureSensor/hasGPS/GPSSensor/hasDecValue,5,0
237,float,GpsDecValue,GPSSensor,/GPSLocation/hasDecValue,5,0
238,float,GpsDecValue,GPSSensor,/Latitude/hasDecValue,5,0
239,float,GpsDecValue,GPSSensor,/Longitude/hasDecValue,5,0
240,float,GpsDecValue,GPSSensor,/TemperatureSensor/hasGPS/GPSSensor/hasDecValue,5,0
241,float,GpsDecValue,GPSSensor,/Location/hasLocUnits/LocationUnits/hasDecValue,5,0
242,float,GpsDecValue,GPSSensor,/GPSLocation/hasLocUnits/LocationUnits/hasDecValue,5,0
243,float,GpsDecValue,GPSSensor,/Latitude/hasLocUnits/LocationUnits/hasDecValue,5,0
244,float,GpsDecValue,GPSSensor,/Longitude/hasLocUnits/LocationUnits/hasDecValue,5,0
245,float,GpsDecValue,GPSSensor,/Sensor/hasLocation/Location/hasDecValue,5,0
246,float,GpsDecValue,GPSSensor,/GPSSensor/hasLocation/Location/hasDecValue,5,0
247,float,GpsDecValue,GPSSensor,/TemperatureSensor/hasLocation/Location/hasDecValue,5,0
248,float,GpsDecValue,GPSSensor,/IndoorTemperatureSensor/hasLocation/Location/hasDecValue,5,0
249,float,GpsDecValue,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Location/hasDecValue,5,0
250,float,GpsDecValue,GPSSensor,/Sensor/hasLocation/GPSLocation/hasDecValue,5,0
251,float,GpsDecValue,GPSSensor,/GPSSensor/hasLocation/GPSLocation/hasDecValue,5,0
