,TYPE,CHILD_NAME,PARENT_NAME,REFERENCE,BROTHERS,RESULT
708,string,longitudeStrValue,location,/Sensor/hasLocation/Longitude/hasStrValue,6,0
709,string,longitudeStrValue,location,/GPSSensor/hasLocation/Longitude/hasDecValue,6,0
710,string,longitudeStrValue,location,/GPSSensor/hasLocation/Longitude/hasStrValue,6,0
711,string,longitudeStrValue,location,/TemperatureSensor/hasLocation/Longitude,6,0
712,string,longitudeStrValue,location,/IndoorTemperatureSensor/hasLocation/Longitude,6,0
713,string,longitudeStrValue,location,/IndoorTemperatureSensor/hasLocation/Longitude/hasDecValue,6,0
714,string,longitudeStrValue,location,/IndoorTemperatureSensor/hasLocation/Longitude/hasStrValue,6,0
715,string,longitudeStrValue,location,/OutdoorTemperatureSensor/hasLocation/Longitude,6,0
716,string,longitudeStrValue,location,/OutdoorTemperatureSensor/hasLocation/Longitude/hasDecValue,6,0
717,string,longitudeStrValue,location,/OutdoorTemperatureSensor/hasLocation/Longitude/hasStrValue,6,0
718,string,longitudeStrValue,location,/GPSSensor/hasLocation/Longitude,6,0
719,string,units,TempSensor,/GPSSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,8,0
720,string,units,TempSensor,/TemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,8,0
721,string,units,TempSensor,/Location/hasLocUnits/LocationUnits,8,0
722,string,units,TempSensor,/Location/hasLocUnits/LocationUnits/hasDecValue,8,0
723,string,units,TempSensor,/Location/hasLocUnits/LocationUnits/hasStrValue,8,0
724,string,units,TempSensor,/GPSLocation/hasLocUnits/LocationUnits,8,0
725,string,units,TempSensor,/GPSLocation/hasLocUnits/LocationUnits/hasDecValue,8,0
726,string,units,TempSensor,/GPSLocation/hasLocUnits/LocationUnits/hasStrValue,8,0
727,string,units,TempSensor,/Latitude/hasLocUnits/LocationUnits,8,0
728,string,units,TempSensor,/Latitude/hasLocUnits/LocationUnits/hasDecValue,8,0
729,string,units,TempSensor,/Latitude/hasLocUnits/LocationUnits/hasStrValue,8,0
730,string,units,TempSensor,/Longitude/hasLocUnits/LocationUnits,8,0
731,string,units,TempSensor,/Longitude/hasLocUnits/LocationUnits/hasDecValue,8,0
732,string,units,TempSensor,/Longitude/hasLocUnits/LocationUnits/hasStrValue,8,0
733,string,units,TempSensor,/Sensor/hasLocation/Location/hasLocUnits/LocationUnits,8,0
734,string,units,TempSensor,/GPSSensor/hasLocation/Location/hasLocUnits/LocationUnits,8,0
735,string,units,TempSensor,/TemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,8,0
736,string,units,TempSensor,/IndoorTemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,8,0
737,string,units,TempSensor,/OutdoorTemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,8,0
738,string,units,TempSensor,/Sensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,8,0
739,string,units,TempSensor,/IndoorTemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,8,0
740,string,units,TempSensor,/OutdoorTemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,8,0
741,string,units,TempSensor,/Sensor/hasLocation/Latitude/hasLocUnits/LocationUnits,8,0
742,string,units,TempSensor,/GPSSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,8,0
743,string,units,TempSensor,/TemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,8,0
744,string,units,TempSensor,/IndoorTemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,8,0
745,string,units,TempSensor,/OutdoorTemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,8,0
746,string,units,TempSensor,/Sensor/hasLocation/Longitude/hasLocUnits/LocationUnits,8,0
747,string,units,TempSensor,/GPSSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,8,0
748,string,units,TempSensor,/TemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,8,0
749,string,units,TempSensor,/IndoorTemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,8,0
750,string,units,TempSensor,/OutdoorTemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,8,0
751,string,units,TempSensor,/TemperatureSensor/hasTempUnits/TemperatureUnits/hasDecValue,8,0
752,string,units,TempSensor,/TemperatureSensor/hasTempUnits/TemperatureUnits/hasStrValue,8,0
753,string,units,TempSensor,/IndoorTemperatureSensor/hasTempUnits/TemperatureUnits,8,0
754,string,units,TempSensor,/IndoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasDecValue,8,0
755,string,units,TempSensor,/IndoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasStrValue,8,0
756,string,units,TempSensor,/OutdoorTemperatureSensor/hasTempUnits/TemperatureUnits,8,0
757,string,units,TempSensor,/OutdoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasDecValue,8,0
758,string,units,TempSensor,/OutdoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasStrValue,8,0
759,string,LocationUnits,GPSSensor,/TemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,0
760,string,LocationUnits,GPSSensor,/Location/hasLocUnits/LocationUnits,5,0
761,string,LocationUnits,GPSSensor,/Location/hasLocUnits/LocationUnits/hasDecValue,5,0
762,string,LocationUnits,GPSSensor,/Location/hasLocUnits/LocationUnits/hasStrValue,5,0
763,string,LocationUnits,GPSSensor,/GPSLocation/hasLocUnits/LocationUnits,5,0
764,string,LocationUnits,GPSSensor,/GPSLocation/hasLocUnits/LocationUnits/hasDecValue,5,0
765,string,LocationUnits,GPSSensor,/GPSLocation/hasLocUnits/LocationUnits/hasStrValue,5,0
766,string,LocationUnits,GPSSensor,/Latitude/hasLocUnits/LocationUnits,5,0
767,string,LocationUnits,GPSSensor,/Latitude/hasLocUnits/LocationUnits/hasDecValue,5,0
768,string,LocationUnits,GPSSensor,/Latitude/hasLocUnits/LocationUnits/hasStrValue,5,0
769,string,LocationUnits,GPSSensor,/Longitude/hasLocUnits/LocationUnits,5,0
770,string,LocationUnits,GPSSensor,/Longitude/hasLocUnits/LocationUnits/hasDecValue,5,0
771,string,LocationUnits,GPSSensor,/Longitude/hasLocUnits/LocationUnits/hasStrValue,5,0
772,string,LocationUnits,GPSSensor,/Sensor/hasLocation/Location,5,0
773,string,LocationUnits,GPSSensor,/Sensor/hasLocation/Location/hasDecValue,5,0
774,string,LocationUnits,GPSSensor,/Sensor/hasLocation/Location/hasStrValue,5,0
775,string,LocationUnits,GPSSensor,/Sensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
776,string,LocationUnits,GPSSensor,/GPSSensor/hasLocation/Location,5,0
777,string,LocationUnits,GPSSensor,/GPSSensor/hasLocation/Location/hasDecValue,5,0
778,string,LocationUnits,GPSSensor,/GPSSensor/hasLocation/Location/hasStrValue,5,0
779,string,LocationUnits,GPSSensor,/GPSSensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
780,string,LocationUnits,GPSSensor,/TemperatureSensor/hasLocation/Location,5,0
781,string,LocationUnits,GPSSensor,/TemperatureSensor/hasLocation/Location/hasDecValue,5,0
782,string,LocationUnits,GPSSensor,/TemperatureSensor/hasLocation/Location/hasStrValue,5,0
783,string,LocationUnits,GPSSensor,/TemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
784,string,LocationUnits,GPSSensor,/IndoorTemperatureSensor/hasLocation/Location,5,0
785,string,LocationUnits,GPSSensor,/IndoorTemperatureSensor/hasLocation/Location/hasDecValue,5,0
786,string,LocationUnits,GPSSensor,/IndoorTemperatureSensor/hasLocation/Location/hasStrValue,5,0
787,string,LocationUnits,GPSSensor,/IndoorTemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
788,string,LocationUnits,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Location,5,0
789,string,LocationUnits,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Location/hasDecValue,5,0
790,string,LocationUnits,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Location/hasStrValue,5,0
791,string,LocationUnits,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Location/hasLocUnits/LocationUnits,5,0
792,string,LocationUnits,GPSSensor,/Sensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,0
793,string,LocationUnits,GPSSensor,/IndoorTemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,0
794,string,LocationUnits,GPSSensor,/OutdoorTemperatureSensor/hasLocation/GPSLocation/hasLocUnits/LocationUnits,5,0
795,string,LocationUnits,GPSSensor,/Sensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
796,string,LocationUnits,GPSSensor,/GPSSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
797,string,LocationUnits,GPSSensor,/TemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
798,string,LocationUnits,GPSSensor,/IndoorTemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
799,string,LocationUnits,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
800,string,LocationUnits,GPSSensor,/Sensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
801,string,LocationUnits,GPSSensor,/GPSSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
802,string,LocationUnits,GPSSensor,/TemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
803,string,LocationUnits,GPSSensor,/IndoorTemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
804,string,LocationUnits,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
805,float,GpsDecValue,GPSSensor,/TemperatureSensor/hasDecValue,5,0
806,float,GpsDecValue,GPSSensor,/OutdoorTemperatureSensor/hasDecValue,5,0
807,float,GpsDecValue,GPSSensor,/OutdoorTemperatureSensor/hasGPS/GPSSensor/hasDecValue,5,0
808,float,GpsDecValue,GPSSensor,/TemperatureSensor/hasLocation/Latitude/hasDecValue,5,0
809,float,GpsDecValue,GPSSensor,/TemperatureSensor/hasLocation/Longitude/hasDecValue,5,0
810,float,GpsDecValue,GPSSensor,/IndoorTemperatureSensor/hasDecValue,5,0
811,float,GpsDecValue,GPSSensor,/GPSLocation/hasDecValue,5,0
812,float,GpsDecValue,GPSSensor,/Latitude/hasDecValue,5,0
813,float,GpsDecValue,GPSSensor,/Longitude/hasDecValue,5,0
814,float,GpsDecValue,GPSSensor,/TemperatureSensor/hasGPS/GPSSensor/hasDecValue,5,0
815,float,GpsDecValue,GPSSensor,/Location/hasLocUnits/LocationUnits/hasDecValue,5,0
816,float,GpsDecValue,GPSSensor,/GPSLocation/hasLocUnits/LocationUnits/hasDecValue,5,0
817,float,GpsDecValue,GPSSensor,/Latitude/hasLocUnits/LocationUnits/hasDecValue,5,0
818,float,GpsDecValue,GPSSensor,/Longitude/hasLocUnits/LocationUnits/hasDecValue,5,0
819,float,GpsDecValue,GPSSensor,/Sensor/hasLocation/Location/hasDecValue,5,0
820,float,GpsDecValue,GPSSensor,/GPSSensor/hasLocation/Location/hasDecValue,5,0
821,float,GpsDecValue,GPSSensor,/TemperatureSensor/hasLocation/Location/hasDecValue,5,0
822,float,GpsDecValue,GPSSensor,/IndoorTemperatureSensor/hasLocation/Location/hasDecValue,5,0
823,float,GpsDecValue,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Location/hasDecValue,5,0
824,float,GpsDecValue,GPSSensor,/Sensor/hasLocation/GPSLocation/hasDecValue,5,0
825,float,GpsDecValue,GPSSensor,/GPSSensor/hasLocation/GPSLocation/hasDecValue,5,0
826,float,GpsDecValue,GPSSensor,/TemperatureSensor/hasLocation/GPSLocation/hasDecValue,5,0
827,float,GpsDecValue,GPSSensor,/IndoorTemperatureSensor/hasLocation/GPSLocation/hasDecValue,5,0
828,float,GpsDecValue,GPSSensor,/OutdoorTemperatureSensor/hasLocation/GPSLocation/hasDecValue,5,0
829,float,GpsDecValue,GPSSensor,/Sensor/hasLocation/Latitude/hasDecValue,5,0
830,float,GpsDecValue,GPSSensor,/GPSSensor/hasLocation/Latitude/hasDecValue,5,0
831,float,GpsDecValue,GPSSensor,/IndoorTemperatureSensor/hasLocation/Latitude/hasDecValue,5,0
832,float,GpsDecValue,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Latitude/hasDecValue,5,0
833,float,GpsDecValue,GPSSensor,/Sensor/hasLocation/Longitude/hasDecValue,5,0
834,float,GpsDecValue,GPSSensor,/GPSSensor/hasLocation/Longitude/hasDecValue,5,0
835,float,GpsDecValue,GPSSensor,/IndoorTemperatureSensor/hasLocation/Longitude/hasDecValue,5,0
836,float,GpsDecValue,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Longitude/hasDecValue,5,0
837,float,GpsDecValue,GPSSensor,/TemperatureSensor/hasTempUnits/TemperatureUnits/hasDecValue,5,0
838,float,GpsDecValue,GPSSensor,/IndoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasDecValue,5,0
839,float,GpsDecValue,GPSSensor,/OutdoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasDecValue,5,0
840,float,GpsDecValue,GPSSensor,/TemperatureSensor/hasDecValue,5,0
841,string,GpsStrValue,GPSSensor,/OutdoorTemperatureSensor/hasGPS/GPSSensor/hasStrValue,5,0
842,string,GpsStrValue,GPSSensor,/TemperatureSensor/hasLocation/Latitude/hasStrValue,5,0
843,string,GpsStrValue,GPSSensor,/TemperatureSensor/hasLocation/Longitude/hasStrValue,5,0
844,string,GpsStrValue,GPSSensor,/GPSLocation/hasStrValue,5,0
845,string,GpsStrValue,GPSSensor,/Latitude/hasStrValue,5,0
846,string,GpsStrValue,GPSSensor,/Longitude/hasStrValue,5,0
847,string,GpsStrValue,GPSSensor,/TemperatureSensor/hasGPS/GPSSensor/hasStrValue,5,0
848,string,GpsStrValue,GPSSensor,/Location/hasLocUnits/LocationUnits/hasStrValue,5,0
849,string,GpsStrValue,GPSSensor,/GPSLocation/hasLocUnits/LocationUnits/hasStrValue,5,0
850,string,GpsStrValue,GPSSensor,/Latitude/hasLocUnits/LocationUnits/hasStrValue,5,0
851,string,GpsStrValue,GPSSensor,/Longitude/hasLocUnits/LocationUnits/hasStrValue,5,0
852,string,GpsStrValue,GPSSensor,/Sensor/hasLocation/Location/hasStrValue,5,0
853,string,GpsStrValue,GPSSensor,/GPSSensor/hasLocation/Location/hasStrValue,5,0
854,string,GpsStrValue,GPSSensor,/TemperatureSensor/hasLocation/Location/hasStrValue,5,0
855,string,GpsStrValue,GPSSensor,/IndoorTemperatureSensor/hasLocation/Location/hasStrValue,5,0
856,string,GpsStrValue,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Location/hasStrValue,5,0
857,string,GpsStrValue,GPSSensor,/Sensor/hasLocation/GPSLocation/hasStrValue,5,0
858,string,GpsStrValue,GPSSensor,/GPSSensor/hasLocation/GPSLocation/hasStrValue,5,0
859,string,GpsStrValue,GPSSensor,/TemperatureSensor/hasLocation/GPSLocation/hasStrValue,5,0
860,string,GpsStrValue,GPSSensor,/IndoorTemperatureSensor/hasLocation/GPSLocation/hasStrValue,5,0
861,string,GpsStrValue,GPSSensor,/OutdoorTemperatureSensor/hasLocation/GPSLocation/hasStrValue,5,0
862,string,GpsStrValue,GPSSensor,/Sensor/hasLocation/Latitude/hasStrValue,5,0
863,string,GpsStrValue,GPSSensor,/GPSSensor/hasLocation/Latitude/hasStrValue,5,0
864,string,GpsStrValue,GPSSensor,/IndoorTemperatureSensor/hasLocation/Latitude/hasStrValue,5,0
865,string,GpsStrValue,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Latitude/hasStrValue,5,0
866,string,GpsStrValue,GPSSensor,/Sensor/hasLocation/Longitude/hasStrValue,5,0
867,string,GpsStrValue,GPSSensor,/GPSSensor/hasLocation/Longitude/hasStrValue,5,0
868,string,GpsStrValue,GPSSensor,/IndoorTemperatureSensor/hasLocation/Longitude/hasStrValue,5,0
869,string,GpsStrValue,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Longitude/hasStrValue,5,0
870,string,GpsStrValue,GPSSensor,/TemperatureSensor/hasTempUnits/TemperatureUnits/hasStrValue,5,0
871,string,GpsStrValue,GPSSensor,/IndoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasStrValue,5,0
872,string,GpsStrValue,GPSSensor,/OutdoorTemperatureSensor/hasTempUnits/TemperatureUnits/hasStrValue,5,0
873,string,GpsStrValue,GPSSensor,/OutdoorTemperatureSensor/hasGPS/GPSSensor/hasStrValue,5,0
874,float,longitude,GPSSensor,/GPSSensor/hasLocation/latitude,5,0
875,float,longitude,GPSSensor,/TemperatureSensor/hasLocation/Longitude/hasDecValue,5,0
876,float,longitude,GPSSensor,/TemperatureSensor/hasLocation/Longitude/hasStrValue,5,0
877,float,longitude,GPSSensor,/Longitude/hasDecValue,5,0
878,float,longitude,GPSSensor,/Longitude/hasStrValue,5,0
879,float,longitude,GPSSensor,/Longitude/hasLocUnits/LocationUnits,5,0
880,float,longitude,GPSSensor,/Longitude/hasLocUnits/LocationUnits/hasDecValue,5,0
881,float,longitude,GPSSensor,/Longitude/hasLocUnits/LocationUnits/hasStrValue,5,0
882,float,longitude,GPSSensor,/Sensor/hasLocation/Longitude,5,0
883,float,longitude,GPSSensor,/Sensor/hasLocation/Longitude/hasDecValue,5,0
884,float,longitude,GPSSensor,/Sensor/hasLocation/Longitude/hasStrValue,5,0
885,float,longitude,GPSSensor,/Sensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
886,float,longitude,GPSSensor,/GPSSensor/hasLocation/Longitude/hasDecValue,5,0
887,float,longitude,GPSSensor,/GPSSensor/hasLocation/Longitude/hasStrValue,5,0
888,float,longitude,GPSSensor,/GPSSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
889,float,longitude,GPSSensor,/TemperatureSensor/hasLocation/Longitude,5,0
890,float,longitude,GPSSensor,/TemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
891,float,longitude,GPSSensor,/IndoorTemperatureSensor/hasLocation/Longitude,5,0
892,float,longitude,GPSSensor,/IndoorTemperatureSensor/hasLocation/Longitude/hasDecValue,5,0
893,float,longitude,GPSSensor,/IndoorTemperatureSensor/hasLocation/Longitude/hasStrValue,5,0
894,float,longitude,GPSSensor,/IndoorTemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
895,float,longitude,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Longitude,5,0
896,float,longitude,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Longitude/hasDecValue,5,0
897,float,longitude,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Longitude/hasStrValue,5,0
898,float,longitude,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Longitude/hasLocUnits/LocationUnits,5,0
899,float,latitude,GPSSensor,/TemperatureSensor/hasLocation/Latitude/hasDecValue,5,0
900,float,latitude,GPSSensor,/TemperatureSensor/hasLocation/Latitude/hasStrValue,5,0
901,float,latitude,GPSSensor,/Latitude/hasDecValue,5,0
902,float,latitude,GPSSensor,/Latitude/hasStrValue,5,0
903,float,latitude,GPSSensor,/Latitude/hasLocUnits/LocationUnits,5,0
904,float,latitude,GPSSensor,/Latitude/hasLocUnits/LocationUnits/hasDecValue,5,0
905,float,latitude,GPSSensor,/Latitude/hasLocUnits/LocationUnits/hasStrValue,5,0
906,float,latitude,GPSSensor,/Sensor/hasLocation/Latitude,5,0
907,float,latitude,GPSSensor,/Sensor/hasLocation/Latitude/hasDecValue,5,0
908,float,latitude,GPSSensor,/Sensor/hasLocation/Latitude/hasStrValue,5,0
909,float,latitude,GPSSensor,/Sensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
910,float,latitude,GPSSensor,/GPSSensor/hasLocation/Latitude,5,0
911,float,latitude,GPSSensor,/GPSSensor/hasLocation/Latitude/hasDecValue,5,0
912,float,latitude,GPSSensor,/GPSSensor/hasLocation/Latitude/hasStrValue,5,0
913,float,latitude,GPSSensor,/GPSSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
914,float,latitude,GPSSensor,/TemperatureSensor/hasLocation/Latitude,5,0
915,float,latitude,GPSSensor,/TemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
916,float,latitude,GPSSensor,/IndoorTemperatureSensor/hasLocation/Latitude,5,0
917,float,latitude,GPSSensor,/IndoorTemperatureSensor/hasLocation/Latitude/hasDecValue,5,0
918,float,latitude,GPSSensor,/IndoorTemperatureSensor/hasLocation/Latitude/hasStrValue,5,0
919,float,latitude,GPSSensor,/IndoorTemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
920,float,latitude,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Latitude,5,0
921,float,latitude,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Latitude/hasDecValue,5,0
922,float,latitude,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Latitude/hasStrValue,5,0
923,float,latitude,GPSSensor,/OutdoorTemperatureSensor/hasLocation/Latitude/hasLocUnits/LocationUnits,5,0
